"","Spell","Rune"
"793","Spirit Walk","Jaunt"
"794","Locust Swarm","Pestilence"
"795","Soul Harvest","Siphon"
"796","Horrify","Stalker"
"797","Grave Injustice","Passive"
"798","Creeping Death","Passive"
"799","Spirit Vessel","Passive"
"800","Gruesome Feast","Passive"
"801","Haunt","Resentful Spirits"
"802","Locust Swarm","Pestilence"
"803","Spirit Walk","Jaunt"
"804","Soul Harvest","Siphon"
"805","Horrify","Face of Death"
"806","Piranhas","Piranhado"
"807","Pierce the Veil","Passive"
"808","Spirit Vessel","Passive"
"809","Grave Injustice","Passive"
"810","Creeping Death","Passive"
"811","Fetish Army","Legion of Daggers"
"812","Piranhas","Piranhado"
"813","Mass Confusion","Paranoia"
"814","Horrify","Face of Death"
"815","Spirit Walk","Jaunt"
"816","Big Bad Voodoo","Slam Dance"
"817","Creeping Death","Passive"
"818","Spirit Vessel","Passive"
"819","Jungle Fortitude","Passive"
"820","Tribal Rites","Passive"
"821","Haunt","Resentful Spirits"
"822","Piranhas","Piranhado"
"823","Soul Harvest","Siphon"
"824","Spirit Walk","Jaunt"
"825","Locust Swarm","Pestilence"
"826","Horrify","Frightening Aspect"
"827","Spirit Vessel","Passive"
"828","Pierce the Veil","Passive"
"829","Grave Injustice","Passive"
"830","Creeping Death","Passive"
"831","Haunt","Resentful Spirits"
"832","Locust Swarm","Pestilence"
"833","Spirit Walk","Jaunt"
"834","Soul Harvest","Siphon"
"835","Piranhas","Piranhado"
"836","Horrify","Frightening Aspect"
"837","Pierce the Veil","Passive"
"838","Gruesome Feast","Passive"
"839","Spirit Vessel","Passive"
"840","Creeping Death","Passive"
"841","Plague of Toads","Rain of Toads"
"842","Gargantuan","Restless Giant"
"843","Summon Zombie Dogs","Leeching Beasts"
"844","Spirit Walk","Jaunt"
"845","Fetish Army","Legion of Daggers"
"846","Big Bad Voodoo","Slam Dance"
"847","Midnight Feast","Passive"
"848","Pierce the Veil","Passive"
"849","Spirit Vessel","Passive"
"850","Fetish Sycophants","Passive"
"851","Haunt","Resentful Spirits"
"852","Horrify","Ruthless Terror"
"853","Locust Swarm","Pestilence"
"854","Soul Harvest","Siphon"
"855","Spirit Walk","Jaunt"
"856","Piranhas","Piranhado"
"857","Spirit Vessel","Passive"
"858","Creeping Death","Passive"
"859","Grave Injustice","Passive"
"860","Gruesome Feast","Passive"
"861","Fetish Army","Devoted Following"
"862","Piranhas","Piranhado"
"863","Spirit Walk","Jaunt"
"864","Horrify","Face of Death"
"865","Big Bad Voodoo","Slam Dance"
"866","Mass Confusion","Paranoia"
"867","Tribal Rites","Passive"
"868","Spirit Vessel","Passive"
"869","Creeping Death","Passive"
"870","Jungle Fortitude","Passive"
"871","Piranhas","Piranhado"
"872","Gargantuan","Wrathful Protector"
"873","Spirit Walk","Healing Journey"
"874","Horrify","Frightening Aspect"
"875","Big Bad Voodoo","Slam Dance"
"876","Fetish Army","Legion of Daggers"
"877","Gruesome Feast","Passive"
"878","Grave Injustice","Passive"
"879","Tribal Rites","Passive"
"880","Spirit Vessel","Passive"
"881","Locust Swarm","Pestilence"
"882","Haunt","Resentful Spirits"
"883","Spirit Walk","Jaunt"
"884","Piranhas","Piranhado"
"885","Soul Harvest","Siphon"
"886","Horrify","Stalker"
"887","Creeping Death","Passive"
"888","Grave Injustice","Passive"
"889","Spirit Vessel","Passive"
"890","Gruesome Feast","Passive"
"891","Piranhas","Piranhado"
"892","Mass Confusion","Paranoia"
"893","Spirit Walk","Jaunt"
"894","Horrify","Face of Death"
"895","Fetish Army","Legion of Daggers"
"896","Big Bad Voodoo","Slam Dance"
"897","Grave Injustice","Passive"
"898","Spirit Vessel","Passive"
"899","Tribal Rites","Passive"
"900","Jungle Fortitude","Passive"
"901","Mass Confusion","Paranoia"
"902","Fetish Army","Legion of Daggers"
"903","Big Bad Voodoo","Slam Dance"
"904","Horrify","Face of Death"
"905","Spirit Walk","Jaunt"
"906","Piranhas","Piranhado"
"907","Tribal Rites","Passive"
"908","Creeping Death","Passive"
"909","Spirit Vessel","Passive"
"910","Grave Injustice","Passive"
"911","Piranhas","Piranhado"
"912","Soul Harvest","Siphon"
"913","Haunt","Resentful Spirits"
"914","Spirit Walk","Jaunt"
"915","Horrify","Face of Death"
"916","Locust Swarm","Pestilence"
"917","Creeping Death","Passive"
"918","Pierce the Veil","Passive"
"919","Spirit Vessel","Passive"
"920","Grave Injustice","Passive"
"921","Haunt","Resentful Spirits"
"922","Piranhas","Piranhado"
"923","Locust Swarm","Pestilence"
"924","Horrify","Stalker"
"925","Spirit Walk","Jaunt"
"926","Soul Harvest","Siphon"
"927","Grave Injustice","Passive"
"928","Pierce the Veil","Passive"
"929","Creeping Death","Passive"
"930","Spirit Vessel","Passive"
"931","Haunt","Resentful Spirits"
"932","Piranhas","Piranhado"
"933","Spirit Walk","Jaunt"
"934","Horrify","Frightening Aspect"
"935","Locust Swarm","Pestilence"
"936","Soul Harvest","Siphon"
"937","Pierce the Veil","Passive"
"938","Creeping Death","Passive"
"939","Gruesome Feast","Passive"
"940","Spirit Vessel","Passive"
"941","Haunt","Resentful Spirits"
"942","Locust Swarm","Pestilence"
"943","Piranhas","Piranhado"
"944","Spirit Walk","Jaunt"
"945","Soul Harvest","Siphon"
"946","Horrify","Stalker"
"947","Creeping Death","Passive"
"948","Spirit Vessel","Passive"
"949","Grave Injustice","Passive"
"950","Gruesome Feast","Passive"
"951","Locust Swarm","Pestilence"
"952","Haunt","Resentful Spirits"
"953","Soul Harvest","Siphon"
"954","Piranhas","Piranhado"
"955","Spirit Walk","Jaunt"
"956","Horrify","Face of Death"
"957","Grave Injustice","Passive"
"958","Pierce the Veil","Passive"
"959","Spirit Vessel","Passive"
"960","Creeping Death","Passive"
"961","Haunt","Resentful Spirits"
"962","Piranhas","Piranhado"
"963","Spirit Walk","Jaunt"
"964","Locust Swarm","Pestilence"
"965","Soul Harvest","Siphon"
"966","Horrify","Stalker"
"967","Spirit Vessel","Passive"
"968","Pierce the Veil","Passive"
"969","Creeping Death","Passive"
"970","Grave Injustice","Passive"
"971","Haunt","Consuming Spirit"
"972","Piranhas","Piranhado"
"973","Spirit Walk","Jaunt"
"974","Big Bad Voodoo","Slam Dance"
"975","Mass Confusion","Paranoia"
"976","Horrify","Frightening Aspect"
"977","Creeping Death","Passive"
"978","Grave Injustice","Passive"
"979","Spirit Vessel","Passive"
"980","Tribal Rites","Passive"
"981","Plague of Toads","Rain of Toads"
"982","Piranhas","Frozen Piranhas"
"983","Big Bad Voodoo","Slam Dance"
"984","Fetish Army","Legion of Daggers"
"985","Spirit Walk","Jaunt"
"986","Summon Zombie Dogs","Leeching Beasts"
"987","Zombie Handler","Passive"
"988","Jungle Fortitude","Passive"
"989","Midnight Feast","Passive"
"990","Pierce the Veil","Passive"
"991","Haunt","Resentful Spirits"
"992","Locust Swarm","Cloud of Insects"
"993","Horrify","Frightening Aspect"
"994","Soul Harvest","Siphon"
"995","Spirit Walk","Jaunt"
"996","Piranhas","Piranhado"
"997","Grave Injustice","Passive"
"998","Creeping Death","Passive"
"999","Pierce the Veil","Passive"
"1000","Spirit Vessel","Passive"
"1001","Haunt","Resentful Spirits"
"1002","Locust Swarm","Pestilence"
"1003","Piranhas","Piranhado"
"1004","Soul Harvest","Siphon"
"1005","Spirit Walk","Jaunt"
"1006","Horrify","Frightening Aspect"
"1007","Spirit Vessel","Passive"
"1008","Pierce the Veil","Passive"
"1009","Grave Injustice","Passive"
"1010","Creeping Death","Passive"
"1011","Haunt","Resentful Spirits"
"1012","Locust Swarm","Pestilence"
"1013","Spirit Walk","Honored Guest"
"1014","Soul Harvest","Siphon"
"1015","Piranhas","Piranhado"
"1016","Horrify","Frightening Aspect"
"1017","Pierce the Veil","Passive"
"1018","Spirit Vessel","Passive"
"1019","Creeping Death","Passive"
"1020","Grave Injustice","Passive"
"1021","Haunt","Resentful Spirits"
"1022","Locust Swarm","Pestilence"
"1023","Spirit Walk","Honored Guest"
"1024","Soul Harvest","Siphon"
"1025","Horrify","Frightening Aspect"
"1026","Piranhas","Piranhado"
"1027","Creeping Death","Passive"
"1028","Pierce the Veil","Passive"
"1029","Grave Injustice","Passive"
"1030","Spirit Vessel","Passive"
"1031","Piranhas","Piranhado"
"1032","Hex","Jinx"
"1033","Spirit Walk","Jaunt"
"1034","Horrify","Face of Death"
"1035","Mass Confusion","Paranoia"
"1036","Big Bad Voodoo","Slam Dance"
"1037","Spirit Vessel","Passive"
"1038","Tribal Rites","Passive"
"1039","Grave Injustice","Passive"
"1040","Jungle Fortitude","Passive"
"1041","Plague of Toads","Rain of Toads"
"1042","Piranhas","Piranhado"
"1043","Fetish Army","Legion of Daggers"
"1044","Big Bad Voodoo","Slam Dance"
"1045","Spirit Walk","Jaunt"
"1046","Summon Zombie Dogs","Leeching Beasts"
"1047","Pierce the Veil","Passive"
"1048","Fetish Sycophants","Passive"
"1049","Fierce Loyalty","Passive"
"1050","Grave Injustice","Passive"
"1051","Plague of Toads","Rain of Toads"
"1052","Sacrifice","Provoke the Pack"
"1053","Horrify","Face of Death"
"1054","Spirit Walk","Jaunt"
"1055","Fetish Army","Legion of Daggers"
"1056","Big Bad Voodoo","Slam Dance"
"1057","Pierce the Veil","Passive"
"1058","Fetish Sycophants","Passive"
"1059","Fierce Loyalty","Passive"
"1060","Spirit Vessel","Passive"
"1061","Piranhas","Wave of Mutilation"
"1062","Fetish Army","Tiki Torchers"
"1063","Spirit Walk","Jaunt"
"1064","Horrify","Face of Death"
"1065","Mass Confusion","Paranoia"
"1066","Big Bad Voodoo","Slam Dance"
"1067","Jungle Fortitude","Passive"
"1068","Grave Injustice","Passive"
"1069","Tribal Rites","Passive"
"1070","Spirit Vessel","Passive"
"1071","Haunt","Resentful Spirits"
"1072","Piranhas","Piranhado"
"1073","Spirit Walk","Jaunt"
"1074","Soul Harvest","Siphon"
"1075","Horrify","Stalker"
"1076","Locust Swarm","Pestilence"
"1077","Spirit Vessel","Passive"
"1078","Creeping Death","Passive"
"1079","Grave Injustice","Passive"
"1080","Gruesome Feast","Passive"
"1081","Plague of Toads","Rain of Toads"
"1082","Piranhas","Frozen Piranhas"
"1083","Big Bad Voodoo","Slam Dance"
"1084","Spirit Walk","Jaunt"
"1085","Sacrifice","Provoke the Pack"
"1086","Fetish Army","Legion of Daggers"
"1087","Pierce the Veil","Passive"
"1088","Fetish Sycophants","Passive"
"1089","Fierce Loyalty","Passive"
"1090","Gruesome Feast","Passive"
"1091","Mass Confusion","Paranoia"
"1092","Horrify","Face of Death"
"1093","Spirit Walk","Jaunt"
"1094","Fetish Army","Devoted Following"
"1095","Piranhas","Piranhado"
"1096","Big Bad Voodoo","Slam Dance"
"1097","Tribal Rites","Passive"
"1098","Creeping Death","Passive"
"1099","Spirit Vessel","Passive"
"1100","Grave Injustice","Passive"
"1101","Haunt","Resentful Spirits"
"1102","Piranhas","Piranhado"
"1103","Spirit Walk","Jaunt"
"1104","Soul Harvest","Siphon"
"1105","Locust Swarm","Pestilence"
"1106","Horrify","Frightening Aspect"
"1107","Spirit Vessel","Passive"
"1108","Grave Injustice","Passive"
"1109","Pierce the Veil","Passive"
"1110","Creeping Death","Passive"
"1111","Haunt","Resentful Spirits"
"1112","Locust Swarm","Pestilence"
"1113","Soul Harvest","Siphon"
"1114","Spirit Walk","Jaunt"
"1115","Horrify","Frightening Aspect"
"1116","Piranhas","Piranhado"
"1117","Pierce the Veil","Passive"
"1118","Creeping Death","Passive"
"1119","Spirit Vessel","Passive"
"1120","Grave Injustice","Passive"
"1121","Haunt","Resentful Spirits"
"1122","Locust Swarm","Pestilence"
"1123","Spirit Walk","Jaunt"
"1124","Horrify","Frightening Aspect"
"1125","Soul Harvest","Siphon"
"1126","Piranhas","Piranhado"
"1127","Grave Injustice","Passive"
"1128","Pierce the Veil","Passive"
"1129","Spirit Vessel","Passive"
"1130","Creeping Death","Passive"
"1131","Summon Zombie Dogs","Leeching Beasts"
"1132","Plague of Toads","Rain of Toads"
"1133","Piranhas","Piranhado"
"1134","Spirit Walk","Jaunt"
"1135","Fetish Army","Legion of Daggers"
"1136","Big Bad Voodoo","Slam Dance"
"1137","Fetish Sycophants","Passive"
"1138","Pierce the Veil","Passive"
"1139","Grave Injustice","Passive"
"1140","Fierce Loyalty","Passive"
"1141","Plague of Toads","Rain of Toads"
"1142","Big Bad Voodoo","Slam Dance"
"1143","Piranhas","Frozen Piranhas"
"1144","Spirit Walk","Jaunt"
"1145","Fetish Army","Legion of Daggers"
"1146","Sacrifice","Provoke the Pack"
"1147","Spirit Vessel","Passive"
"1148","Pierce the Veil","Passive"
"1149","Fetish Sycophants","Passive"
"1150","Gruesome Feast","Passive"
"1151","Piranhas","Piranhado"
"1152","Fetish Army","Tiki Torchers"
"1153","Spirit Walk","Jaunt"
"1154","Big Bad Voodoo","Slam Dance"
"1155","Mass Confusion","Paranoia"
"1156","Horrify","Face of Death"
"1157","Tribal Rites","Passive"
"1158","Spirit Vessel","Passive"
"1159","Grave Injustice","Passive"
"1160","Jungle Fortitude","Passive"
"1161","Plague of Toads","Rain of Toads"
"1162","Sacrifice","Provoke the Pack"
"1163","Spirit Walk","Jaunt"
"1164","Horrify","Frightening Aspect"
"1165","Fetish Army","Legion of Daggers"
"1166","Big Bad Voodoo","Slam Dance"
"1167","Spirit Vessel","Passive"
"1168","Pierce the Veil","Passive"
"1169","Fetish Sycophants","Passive"
"1170","Gruesome Feast","Passive"
"1171","Locust Swarm","Pestilence"
"1172","Haunt","Resentful Spirits"
"1173","Spirit Walk","Jaunt"
"1174","Horrify","Frightening Aspect"
"1175","Piranhas","Piranhado"
"1176","Soul Harvest","Siphon"
"1177","Spirit Vessel","Passive"
"1178","Pierce the Veil","Passive"
"1179","Grave Injustice","Passive"
"1180","Creeping Death","Passive"
"1181","Mass Confusion","Unstable Realm"
"1182","Spirit Walk","Jaunt"
"1183","Hex","Jinx"
"1184","Horrify","Face of Death"
"1185","Fetish Army","Devoted Following"
"1186","Big Bad Voodoo","Slam Dance"
"1187","Jungle Fortitude","Passive"
"1188","Zombie Handler","Passive"
"1189","Tribal Rites","Passive"
"1190","Grave Injustice","Passive"
"1191","Sacrifice","Provoke the Pack"
"1192","Plague of Toads","Rain of Toads"
"1193","Spirit Walk","Jaunt"
"1194","Horrify","Face of Death"
"1195","Fetish Army","Legion of Daggers"
"1196","Big Bad Voodoo","Slam Dance"
"1197","Pierce the Veil","Passive"
"1198","Fetish Sycophants","Passive"
"1199","Jungle Fortitude","Passive"
"1200","Spirit Vessel","Passive"
"1201","Piranhas","Piranhado"
"1202","Horrify","Face of Death"
"1203","Spirit Walk","Jaunt"
"1204","Big Bad Voodoo","Slam Dance"
"1205","Mass Confusion","Paranoia"
"1206","Corpse Spiders","Medusa Spiders"
"1207","Tribal Rites","Passive"
"1208","Spirit Vessel","Passive"
"1209","Fetish Sycophants","Passive"
"1210","Creeping Death","Passive"
"1211","Plague of Toads","Rain of Toads"
"1212","Fetish Army","Legion of Daggers"
"1213","Horrify","Face of Death"
"1214","Big Bad Voodoo","Slam Dance"
"1215","Sacrifice","Provoke the Pack"
"1216","Spirit Walk","Jaunt"
"1217","Zombie Handler","Passive"
"1218","Fetish Sycophants","Passive"
"1219","Pierce the Veil","Passive"
"1220","Gruesome Feast","Passive"
"1221","Haunt","Resentful Spirits"
"1222","Piranhas","Piranhado"
"1223","Spirit Walk","Jaunt"
"1224","Soul Harvest","Siphon"
"1225","Locust Swarm","Pestilence"
"1226","Horrify","Frightening Aspect"
"1227","Pierce the Veil","Passive"
"1228","Creeping Death","Passive"
"1229","Grave Injustice","Passive"
"1230","Spirit Vessel","Passive"
"1231","Haunt","Resentful Spirits"
"1232","Locust Swarm","Devouring Swarm"
"1233","Spirit Walk","Jaunt"
"1234","Piranhas","Piranhado"
"1235","Soul Harvest","Siphon"
"1236","Horrify","Frightening Aspect"
"1237","Grave Injustice","Passive"
"1238","Spirit Vessel","Passive"
"1239","Gruesome Feast","Passive"
"1240","Creeping Death","Passive"
"1241","Haunt","Resentful Spirits"
"1242","Soul Harvest","Siphon"
"1243","Spirit Walk","Jaunt"
"1244","Piranhas","Piranhado"
"1245","Horrify","Stalker"
"1246","Big Bad Voodoo","Slam Dance"
"1247","Spirit Vessel","Passive"
"1248","Grave Injustice","Passive"
"1249","Creeping Death","Passive"
"1250","Pierce the Veil","Passive"
"1251","Gargantuan","Big Stinker"
"1252","Fetish Army","Head Hunters"
"1253","Spirit Walk","Jaunt"
"1254","Big Bad Voodoo","Slam Dance"
"1255","Piranhas","Wave of Mutilation"
"1256","Summon Zombie Dogs","Rabid Dogs"
"1257","Zombie Handler","Passive"
"1258","Fierce Loyalty","Passive"
"1259","Spirit Vessel","Passive"
"1260","Pierce the Veil","Passive"
"1261","Locust Swarm","Pestilence"
"1262","Piranhas","Piranhado"
"1263","Horrify","Stalker"
"1264","Spirit Walk","Jaunt"
"1265","Haunt","Resentful Spirits"
"1266","Soul Harvest","Siphon"
"1267","Pierce the Veil","Passive"
"1268","Grave Injustice","Passive"
"1269","Spirit Vessel","Passive"
"1270","Creeping Death","Passive"
"1271","Plague of Toads","Rain of Toads"
"1272","Piranhas","Piranhado"
"1273","Spirit Walk","Jaunt"
"1274","Summon Zombie Dogs","Leeching Beasts"
"1275","Fetish Army","Legion of Daggers"
"1276","Big Bad Voodoo","Slam Dance"
"1277","Tribal Rites","Passive"
"1278","Grave Injustice","Passive"
"1279","Pierce the Veil","Passive"
"1280","Fierce Loyalty","Passive"
"1281","Piranhas","Piranhado"
"1282","Mass Confusion","Paranoia"
"1283","Spirit Walk","Jaunt"
"1284","Horrify","Face of Death"
"1285","Fetish Army","Legion of Daggers"
"1286","Big Bad Voodoo","Slam Dance"
"1287","Tribal Rites","Passive"
"1288","Grave Injustice","Passive"
"1289","Spirit Vessel","Passive"
"1290","Jungle Fortitude","Passive"
"1291","Haunt","Resentful Spirits"
"1292","Horrify","Ruthless Terror"
"1293","Piranhas","Piranhado"
"1294","Soul Harvest","Siphon"
"1295","Spirit Walk","Jaunt"
"1296","Locust Swarm","Pestilence"
"1297","Pierce the Veil","Passive"
"1298","Grave Injustice","Passive"
"1299","Spirit Vessel","Passive"
"1300","Creeping Death","Passive"
"1301","Plague of Toads","Rain of Toads"
"1302","Fetish Army","Legion of Daggers"
"1303","Piranhas","Frozen Piranhas"
"1304","Big Bad Voodoo","Slam Dance"
"1305","Spirit Walk","Jaunt"
"1306","Summon Zombie Dogs","Leeching Beasts"
"1307","Fetish Sycophants","Passive"
"1308","Spirit Vessel","Passive"
"1309","Pierce the Veil","Passive"
"1310","Fierce Loyalty","Passive"
"1311","Haunt","Resentful Spirits"
"1312","Locust Swarm","Pestilence"
"1313","Spirit Walk","Honored Guest"
"1314","Piranhas","Piranhado"
"1315","Soul Harvest","Siphon"
"1316","Summon Zombie Dogs","Leeching Beasts"
"1317","Pierce the Veil","Passive"
"1318","Spirit Vessel","Passive"
"1319","Creeping Death","Passive"
"1320","Grave Injustice","Passive"
"1321","Plague of Toads","Rain of Toads"
"1322","Fetish Army","Legion of Daggers"
"1323","Summon Zombie Dogs","Leeching Beasts"
"1324","Spirit Walk","Jaunt"
"1325","Piranhas","Piranhado"
"1326","Big Bad Voodoo","Slam Dance"
"1327","Gruesome Feast","Passive"
"1328","Grave Injustice","Passive"
"1329","Pierce the Veil","Passive"
"1330","Fetish Sycophants","Passive"
"1331","Haunt","Resentful Spirits"
"1332","Locust Swarm","Pestilence"
"1333","Spirit Walk","Honored Guest"
"1334","Soul Harvest","Siphon"
"1335","Piranhas","Piranhado"
"1336","Horrify","Frightening Aspect"
"1337","Spirit Vessel","Passive"
"1338","Creeping Death","Passive"
"1339","Grave Injustice","Passive"
"1340","Pierce the Veil","Passive"
"1341","Locust Swarm","Pestilence"
"1342","Haunt","Resentful Spirits"
"1343","Piranhas","Piranhado"
"1344","Spirit Walk","Jaunt"
"1345","Horrify","Stalker"
