"","Spell","Rune"
"799","Creeping Death","Passive"
"800","Pierce the Veil","Passive"
"801","Piranhas","Piranhado"
"802","Plague of Toads","Explosive Toads"
"803","Soul Harvest","Vengeful Spirit"
"804","Spirit Walk","Jaunt"
"805","Summon Zombie Dogs","Burning Dogs"
"806","Big Bad Voodoo","Slam Dance"
"807","Midnight Feast","Passive"
"808","Grave Injustice","Passive"
"809","Fetish Sycophants","Passive"
"810","Pierce the Veil","Passive"
"811","Haunt","Poisoned Spirit"
"812","Locust Swarm","Pestilence"
"813","Spirit Walk","Jaunt"
"814","Piranhas","Piranhado"
"815","Horrify","Stalker"
"816","Soul Harvest","Siphon"
"817","Grave Injustice","Passive"
"818","Creeping Death","Passive"
"819","Spirit Vessel","Passive"
"820","Gruesome Feast","Passive"
"821","Plague of Toads","Rain of Toads"
"822","Fetish Army","Legion of Daggers"
"823","Sacrifice","Provoke the Pack"
"824","Big Bad Voodoo","Slam Dance"
"825","Spirit Walk","Jaunt"
"826","Horrify","Face of Death"
"827","Pierce the Veil","Passive"
"828","Gruesome Feast","Passive"
"829","Fetish Sycophants","Passive"
"830","Spirit Vessel","Passive"
"831","Piranhas","Piranhado"
"832","Big Bad Voodoo","Slam Dance"
"833","Summon Zombie Dogs","Final Gift"
"834","Spirit Walk","Jaunt"
"835","Sacrifice","Black Blood"
"836","Horrify","Face of Death"
"837","Tribal Rites","Passive"
"838","Spirit Vessel","Passive"
"839","Fetish Sycophants","Passive"
"840","Creeping Death","Passive"
"841","Poison Dart","Snake to the Face"
"842","Wall of Zombies","Wrecking Crew"
"843","Piranhas","Piranhado"
"844","Big Bad Voodoo","Slam Dance"
"845","Spirit Walk","Jaunt"
"846","Fetish Army","Legion of Daggers"
"847","Pierce the Veil","Passive"
"848","Fetish Sycophants","Passive"
"849","Tribal Rites","Passive"
"850","Grave Injustice","Passive"
"851","Poison Dart","Snake to the Face"
"852","Piranhas","Piranhado"
"853","Spirit Walk","Jaunt"
"854","Horrify","Frightening Aspect"
"855","Big Bad Voodoo","Slam Dance"
"856","Fetish Army","Legion of Daggers"
"857","Gruesome Feast","Passive"
"858","Grave Injustice","Passive"
"859","Fetish Sycophants","Passive"
"860","Spirit Vessel","Passive"
"861","Haunt","Resentful Spirits"
"862","Piranhas","Piranhado"
"863","Spirit Walk","Jaunt"
"864","Locust Swarm","Pestilence"
"865","Soul Harvest","Siphon"
"866","Horrify","Frightening Aspect"
"867","Grave Injustice","Passive"
"868","Creeping Death","Passive"
"869","Spirit Vessel","Passive"
"870","Pierce the Veil","Passive"
"871","Haunt","Poisoned Spirit"
"872","Piranhas","Piranhado"
"873","Soul Harvest","Siphon"
"874","Spirit Walk","Jaunt"
"875","Horrify","Frightening Aspect"
"876","Locust Swarm","Pestilence"
"877","Grave Injustice","Passive"
"878","Creeping Death","Passive"
"879","Pierce the Veil","Passive"
"880","Spirit Vessel","Passive"
"881","Haunt","Poisoned Spirit"
"882","Piranhas","Frozen Piranhas"
"883","Big Bad Voodoo","Slam Dance"
"884","Summon Zombie Dogs","Rabid Dogs"
"885","Spirit Walk","Jaunt"
"886","Fetish Army","Tiki Torchers"
"887","Fierce Loyalty","Passive"
"888","Midnight Feast","Passive"
"889","Pierce the Veil","Passive"
"890","Gruesome Feast","Passive"
"891","Haunt","Poisoned Spirit"
"892","Piranhas","Piranhado"
"893","Spirit Walk","Jaunt"
"894","Horrify","Frightening Aspect"
"895","Soul Harvest","Siphon"
"896","Locust Swarm","Pestilence"
"897","Pierce the Veil","Passive"
"898","Creeping Death","Passive"
"899","Gruesome Feast","Passive"
"900","Grave Injustice","Passive"
"901","Locust Swarm","Pestilence"
"902","Haunt","Resentful Spirits"
"903","Horrify","Frightening Aspect"
"904","Piranhas","Piranhado"
"905","Soul Harvest","Siphon"
"906","Spirit Walk","Jaunt"
"907","Spirit Vessel","Passive"
"908","Creeping Death","Passive"
"909","Pierce the Veil","Passive"
"910","Grave Injustice","Passive"
"911","Haunt","Resentful Spirits"
"912","Horrify","Face of Death"
"913","Locust Swarm","Pestilence"
"914","Piranhas","Piranhado"
"915","Spirit Walk","Jaunt"
"916","Soul Harvest","Siphon"
"917","Pierce the Veil","Passive"
"918","Spirit Vessel","Passive"
"919","Grave Injustice","Passive"
"920","Creeping Death","Passive"
"921","Haunt","Resentful Spirits"
"922","Locust Swarm","Pestilence"
"923","Spirit Walk","Jaunt"
"924","Soul Harvest","Siphon"
"925","Horrify","Face of Death"
"926","Piranhas","Piranhado"
"927","Grave Injustice","Passive"
"928","Creeping Death","Passive"
"929","Spirit Vessel","Passive"
"930","Pierce the Veil","Passive"
"931","Big Bad Voodoo","Slam Dance"
"932","Plague of Toads","Rain of Toads"
"933","Spirit Walk","Jaunt"
"934","Sacrifice","Provoke the Pack"
"935","Fetish Army","Legion of Daggers"
"936","Horrify","Face of Death"
"937","Gruesome Feast","Passive"
"938","Spirit Vessel","Passive"
"939","Fierce Loyalty","Passive"
"940","Fetish Sycophants","Passive"
"941","Piranhas","Piranhado"
"942","Spirit Walk","Jaunt"
"943","Fetish Army","Head Hunters"
"944","Horrify","Face of Death"
"945","Haunt","Poisoned Spirit"
"946","Big Bad Voodoo","Slam Dance"
"947","Tribal Rites","Passive"
"948","Grave Injustice","Passive"
"949","Spirit Vessel","Passive"
"950","Creeping Death","Passive"
"951","Haunt","Resentful Spirits"
"952","Piranhas","Piranhado"
"953","Spirit Walk","Jaunt"
"954","Locust Swarm","Pestilence"
"955","Soul Harvest","Swallow Your Soul"
"956","Horrify","Face of Death"
"957","Spirit Vessel","Passive"
"958","Grave Injustice","Passive"
"959","Creeping Death","Passive"
"960","Gruesome Feast","Passive"
"961","Haunt","Resentful Spirits"
"962","Locust Swarm","Pestilence"
"963","Horrify","Face of Death"
"964","Soul Harvest","Siphon"
"965","Piranhas","Piranhado"
"966","Spirit Walk","Jaunt"
"967","Gruesome Feast","Passive"
"968","Grave Injustice","Passive"
"969","Pierce the Veil","Passive"
"970","Spirit Vessel","Passive"
"971","Haunt","Poisoned Spirit"
"972","Piranhas","Piranhado"
"973","Spirit Walk","Jaunt"
"974","Big Bad Voodoo","Slam Dance"
"975","Fetish Army","Legion of Daggers"
"976","Horrify","Face of Death"
"977","Jungle Fortitude","Passive"
"978","Grave Injustice","Passive"
"979","Spirit Vessel","Passive"
"980","Creeping Death","Passive"
"981","Sacrifice","Provoke the Pack"
"982","Plague of Toads","Rain of Toads"
"983","Spirit Walk","Horrify"
"984","Frightening Aspect","Fetish Army"
"985","Legion of Daggers","Big Bad Voodoo"
"986","Slam Dance","Pierce the Veil"
"987","Fetish Sycophants","Passive"
"988","Zombie Handler","Passive"
"989","Spirit Vessel","Passive"
"990",NA,"Passive"
"991","Haunt","Resentful Spirits"
"992","Locust Swarm","Pestilence"
"993","Spirit Walk","Jaunt"
"994","Soul Harvest","Siphon"
"995","Horrify","Frightening Aspect"
"996","Piranhas","Piranhado"
"997","Grave Injustice","Passive"
"998","Pierce the Veil","Passive"
"999","Spirit Vessel","Passive"
"1000","Creeping Death","Passive"
"1001","Haunt","Poisoned Spirit"
"1002","Locust Swarm","Pestilence"
"1003","Horrify","Ruthless Terror"
"1004","Soul Harvest","Siphon"
"1005","Piranhas","Piranhado"
"1006","Spirit Walk","Jaunt"
"1007","Spirit Vessel","Passive"
"1008","Creeping Death","Passive"
"1009","Pierce the Veil","Passive"
"1010","Grave Injustice","Passive"
"1011","Poison Dart","Snake to the Face"
"1012","Fetish Army","Legion of Daggers"
"1013","Spirit Walk","Jaunt"
"1014","Piranhas","Frozen Piranhas"
"1015","Summon Zombie Dogs","Leeching Beasts"
"1016","Big Bad Voodoo","Slam Dance"
"1017","Pierce the Veil","Passive"
"1018","Gruesome Feast","Passive"
"1019","Spirit Vessel","Passive"
"1020","Fetish Sycophants","Passive"
"1021","Haunt","Resentful Spirits"
"1022","Locust Swarm","Pestilence"
"1023","Spirit Walk","Jaunt"
"1024","Horrify","Stalker"
"1025","Soul Harvest","Swallow Your Soul"
"1026","Piranhas","Piranhado"
"1027","Gruesome Feast","Passive"
"1028","Spirit Vessel","Passive"
"1029","Grave Injustice","Passive"
"1030","Creeping Death","Passive"
"1031","Haunt","Resentful Spirits"
"1032","Horrify","Stalker"
"1033","Spirit Walk","Jaunt"
"1034","Piranhas","Piranhado"
"1035","Soul Harvest","Siphon"
"1036","Locust Swarm","Pestilence"
"1037","Pierce the Veil","Passive"
"1038","Spirit Vessel","Passive"
"1039","Grave Injustice","Passive"
"1040","Creeping Death","Passive"
"1041","Haunt","Resentful Spirits"
"1042","Piranhas","Piranhado"
"1043","Horrify","Ruthless Terror"
"1044","Locust Swarm","Pestilence"
"1045","Spirit Walk","Jaunt"
"1046","Soul Harvest","Siphon"
"1047","Gruesome Feast","Passive"
"1048","Creeping Death","Passive"
"1049","Spirit Vessel","Passive"
"1050","Grave Injustice","Passive"
"1051","Haunt","Poisoned Spirit"
"1052","Piranhas","Piranhado"
"1053","Soul Harvest","Siphon"
"1054","Locust Swarm","Pestilence"
"1055","Spirit Walk","Jaunt"
"1056","Horrify","Face of Death"
"1057","Spirit Vessel","Passive"
"1058","Gruesome Feast","Passive"
"1059","Grave Injustice","Passive"
"1060","Creeping Death","Passive"
"1061","Piranhas","Piranhado"
"1062","Horrify","Face of Death"
"1063","Big Bad Voodoo","Slam Dance"
"1064","Fetish Army","Devoted Following"
"1065","Spirit Walk","Jaunt"
"1066","Mass Confusion","Paranoia"
"1067","Jungle Fortitude","Passive"
"1068","Zombie Handler","Passive"
"1069","Grave Injustice","Passive"
"1070","Spirit Vessel","Passive"
"1071","Haunt","Poisoned Spirit"
"1072","Locust Swarm","Pestilence"
"1073","Piranhas","Piranhado"
"1074","Soul Harvest","Siphon"
"1075","Spirit Walk","Jaunt"
"1076","Horrify","Stalker"
"1077","Spirit Vessel","Passive"
"1078","Pierce the Veil","Passive"
"1079","Grave Injustice","Passive"
"1080","Creeping Death","Passive"
"1081","Plague of Toads","Rain of Toads"
"1082","Spirit Walk","Jaunt"
"1083","Big Bad Voodoo","Slam Dance"
"1084","Horrify","Face of Death"
"1085","Fetish Army","Legion of Daggers"
"1086","Sacrifice","Provoke the Pack"
"1087","Spirit Vessel","Passive"
"1088","Pierce the Veil","Passive"
"1089","Gruesome Feast","Passive"
"1090","Fetish Sycophants","Passive"
"1091","Plague of Toads","Rain of Toads"
"1092","Haunt","Poisoned Spirit"
"1093","Big Bad Voodoo","Slam Dance"
"1094","Fetish Army","Legion of Daggers"
"1095","Spirit Walk","Jaunt"
"1096","Summon Zombie Dogs","Leeching Beasts"
"1097","Fierce Loyalty","Passive"
"1098","Midnight Feast","Passive"
"1099","Zombie Handler","Passive"
"1100","Pierce the Veil","Passive"
"1101","Haunt","Resentful Spirits"
"1102","Piranhas","Piranhado"
"1103","Horrify","Frightening Aspect"
"1104","Locust Swarm","Pestilence"
"1105","Spirit Walk","Jaunt"
"1106","Soul Harvest","Swallow Your Soul"
"1107","Creeping Death","Passive"
"1108","Grave Injustice","Passive"
"1109","Pierce the Veil","Passive"
"1110","Spirit Vessel","Passive"
"1111","Poison Dart","Splinters"
"1112","Big Bad Voodoo","Slam Dance"
"1113","Spirit Walk","Jaunt"
"1114","Piranhas","Piranhado"
"1115","Wall of Zombies","Wrecking Crew"
"1116","Fetish Army","Legion of Daggers"
"1117","Pierce the Veil","Passive"
"1118","Spirit Vessel","Passive"
"1119","Tribal Rites","Passive"
"1120","Fetish Sycophants","Passive"
"1121","Sacrifice","Next of Kin"
"1122","Big Bad Voodoo","Slam Dance"
"1123","Spirit Walk","Jaunt"
"1124","Summon Zombie Dogs","Final Gift"
"1125","Fetish Army","Legion of Daggers"
"1126","Horrify","Face of Death"
"1127","Fierce Loyalty","Passive"
"1128","Spirit Vessel","Passive"
"1129","Zombie Handler","Passive"
"1130","Tribal Rites","Passive"
"1131","Sacrifice","Black Blood"
"1132","Summon Zombie Dogs","Final Gift"
"1133","Spirit Walk","Jaunt"
"1134","Horrify","Face of Death"
"1135","Big Bad Voodoo","Slam Dance"
"1136","Fetish Army","Tiki Torchers"
"1137","Zombie Handler","Passive"
"1138","Fierce Loyalty","Passive"
"1139","Tribal Rites","Passive"
"1140","Spirit Vessel","Passive"
"1141","Poison Dart","Splinters"
"1142","Piranhas","Piranhado"
"1143","Fetish Army","Legion of Daggers"
"1144","Summon Zombie Dogs","Life Link"
"1145","Spirit Walk","Jaunt"
"1146","Big Bad Voodoo","Slam Dance"
"1147","Fetish Sycophants","Passive"
"1148","Pierce the Veil","Passive"
"1149","Grave Injustice","Passive"
"1150","Spirit Vessel","Passive"
"1151","Piranhas","Piranhado"
"1152","Horrify","Face of Death"
"1153","Fetish Army","Legion of Daggers"
"1154","Big Bad Voodoo","Slam Dance"
"1155","Spirit Walk","Healing Journey"
"1156","Haunt","Poisoned Spirit"
"1157","Grave Injustice","Passive"
"1158","Bad Medicine","Passive"
"1159","Spirit Vessel","Passive"
"1160","Creeping Death","Passive"
"1161","Plague of Toads","Rain of Toads"
"1162","Horrify","Face of Death"
"1163","Big Bad Voodoo","Boogie Man"
"1164","Spirit Walk","Jaunt"
"1165","Fetish Army","Legion of Daggers"
"1166","Sacrifice","Provoke the Pack"
"1167","Fetish Sycophants","Passive"
"1168","Fierce Loyalty","Passive"
"1169","Spirit Vessel","Passive"
"1170","Pierce the Veil","Passive"
"1171","Plague of Toads","Rain of Toads"
"1172","Summon Zombie Dogs","Rabid Dogs"
"1173","Big Bad Voodoo","Slam Dance"
"1174","Spirit Walk","Healing Journey"
"1175","Piranhas","Frozen Piranhas"
"1176","Fetish Army","Legion of Daggers"
"1177","Pierce the Veil","Passive"
"1178","Fetish Sycophants","Passive"
"1179","Fierce Loyalty","Passive"
"1180","Midnight Feast","Passive"
"1181","Plague of Toads","Rain of Toads"
"1182","Piranhas","Wave of Mutilation"
"1183","Fetish Army","Head Hunters"
"1184","Hex","Hedge Magic"
"1185","Spirit Walk","Jaunt"
"1186","Summon Zombie Dogs","Life Link"
"1187","Spirit Vessel","Passive"
"1188","Pierce the Veil","Passive"
"1189","Zombie Handler","Passive"
"1190","Jungle Fortitude","Passive"
"1191","Haunt","Poisoned Spirit"
"1192","Locust Swarm","Pestilence"
"1193","Spirit Walk","Jaunt"
"1194","Horrify","Stalker"
"1195","Piranhas","Piranhado"
"1196","Soul Harvest","Siphon"
"1197","Pierce the Veil","Passive"
"1198","Creeping Death","Passive"
"1199","Grave Injustice","Passive"
"1200","Spirit Vessel","Passive"
"1201","Locust Swarm","Pestilence"
"1202","Haunt","Poisoned Spirit"
"1203","Spirit Walk","Jaunt"
"1204","Soul Harvest","Siphon"
"1205","Horrify","Stalker"
"1206","Piranhas","Piranhado"
"1207","Spirit Vessel","Passive"
"1208","Gruesome Feast","Passive"
"1209","Pierce the Veil","Passive"
"1210","Grave Injustice","Passive"
"1211","Haunt","Resentful Spirits"
"1212","Locust Swarm","Pestilence"
"1213","Spirit Walk","Jaunt"
"1214","Soul Harvest","Siphon"
"1215","Piranhas","Piranhado"
"1216","Horrify","Stalker"
"1217","Gruesome Feast","Passive"
"1218","Grave Injustice","Passive"
"1219","Pierce the Veil","Passive"
"1220","Creeping Death","Passive"
"1221","Haunt","Lingering Spirit"
"1222","Spirit Walk","Jaunt"
"1223","Horrify","Frightening Aspect"
"1224","Locust Swarm","Devouring Swarm"
"1225","Piranhas","Piranhado"
"1226","Soul Harvest","Siphon"
"1227","Creeping Death","Passive"
"1228","Spirit Vessel","Passive"
"1229","Grave Injustice","Passive"
"1230","Pierce the Veil","Passive"
"1231","Haunt","Poisoned Spirit"
"1232","Locust Swarm","Pestilence"
"1233","Spirit Walk","Jaunt"
"1234","Soul Harvest","Languish"
"1235","Piranhas","Piranhado"
"1236","Summon Zombie Dogs","Life Link"
"1237","Spirit Vessel","Passive"
"1238","Creeping Death","Passive"
"1239","Grave Injustice","Passive"
"1240","Gruesome Feast","Passive"
"1241","Haunt","Poisoned Spirit"
"1242","Locust Swarm","Pestilence"
"1243","Piranhas","Piranhado"
"1244","Soul Harvest","Siphon"
"1245","Spirit Walk","Jaunt"
"1246","Horrify","Stalker"
"1247","Grave Injustice","Passive"
"1248","Gruesome Feast","Passive"
"1249","Creeping Death","Passive"
"1250","Spirit Vessel","Passive"
"1251","Piranhas","Piranhado"
"1252","Haunt","Poisoned Spirit"
"1253","Spirit Walk","Jaunt"
"1254","Locust Swarm","Pestilence"
"1255","Soul Harvest","Siphon"
"1256","Horrify","Stalker"
"1257","Spirit Vessel","Passive"
"1258","Pierce the Veil","Passive"
"1259","Creeping Death","Passive"
"1260","Grave Injustice","Passive"
"1261","Haunt","Poisoned Spirit"
"1262","Horrify","Ruthless Terror"
"1263","Piranhas","Piranhado"
"1264","Soul Harvest","Vengeful Spirit"
"1265","Locust Swarm","Pestilence"
"1266","Spirit Walk","Jaunt"
"1267","Spirit Vessel","Passive"
"1268","Grave Injustice","Passive"
"1269","Pierce the Veil","Passive"
"1270","Creeping Death","Passive"
"1271","Plague of Toads","Rain of Toads"
"1272","Spirit Walk","Jaunt"
"1273","Horrify","Face of Death"
"1274","Fetish Army","Legion of Daggers"
"1275","Big Bad Voodoo","Slam Dance"
"1276","Summon Zombie Dogs","Life Link"
"1277","Fetish Sycophants","Passive"
"1278","Spirit Vessel","Passive"
"1279","Pierce the Veil","Passive"
"1280","Fierce Loyalty","Passive"
"1281","Locust Swarm","Pestilence"
"1282","Haunt","Poisoned Spirit"
"1283","Spirit Walk","Jaunt"
"1284","Soul Harvest","Siphon"
"1285","Piranhas","Piranhado"
"1286","Horrify","Frightening Aspect"
"1287","Gruesome Feast","Passive"
"1288","Grave Injustice","Passive"
"1289","Creeping Death","Passive"
"1290","Pierce the Veil","Passive"
"1291","Plague of Toads","Rain of Toads"
"1292","Piranhas","Frozen Piranhas"
"1293","Spirit Walk","Jaunt"
"1294","Big Bad Voodoo","Slam Dance"
"1295","Fetish Army","Legion of Daggers"
"1296","Summon Zombie Dogs","Rabid Dogs"
"1297","Fierce Loyalty","Passive"
"1298","Spirit Vessel","Passive"
"1299","Fetish Sycophants","Passive"
"1300","Midnight Feast","Passive"
"1301","Plague of Toads","Rain of Toads"
"1302","Summon Zombie Dogs","Burning Dogs"
"1303","Spirit Walk","Jaunt"
"1304","Horrify","Face of Death"
"1305","Fetish Army","Legion of Daggers"
"1306","Big Bad Voodoo","Slam Dance"
"1307","Spirit Vessel","Passive"
"1308","Midnight Feast","Passive"
"1309","Fetish Sycophants","Passive"
"1310","Pierce the Veil","Passive"
"1311","Plague of Toads","Rain of Toads"
"1312","Spirit Walk","Jaunt"
"1313","Big Bad Voodoo","Slam Dance"
"1314","Summon Zombie Dogs","Burning Dogs"
"1315","Piranhas","Frozen Piranhas"
"1316","Fetish Army","Legion of Daggers"
"1317","Fetish Sycophants","Passive"
"1318","Pierce the Veil","Passive"
"1319","Grave Injustice","Passive"
"1320","Gruesome Feast","Passive"
"1321","Plague of Toads","Rain of Toads"
"1322","Big Bad Voodoo","Slam Dance"
"1323","Fetish Army","Legion of Daggers"
"1324","Spirit Walk","Jaunt"
"1325","Horrify","Face of Death"
"1326","Sacrifice","Provoke the Pack"
"1327","Spirit Vessel","Passive"
"1328","Pierce the Veil","Passive"
"1329","Fetish Sycophants","Passive"
"1330","Gruesome Feast","Passive"
"1331","Poison Dart","Snake to the Face"
"1332","Spirit Walk","Jaunt"
"1333","Haunt","Poisoned Spirit"
"1334","Summon Zombie Dogs","Rabid Dogs"
"1335","Piranhas","Piranhado"
"1336","Fetish Army","Legion of Daggers"
"1337","Pierce the Veil","Passive"
"1338","Fetish Sycophants","Passive"
"1339","Fierce Loyalty","Passive"
"1340","Spirit Vessel","Passive"
"1341","Haunt","Poisoned Spirit"
"1342","Piranhas","Piranhado"
"1343","Spirit Walk","Jaunt"
"1344","Horrify","Face of Death"
"1345","Fetish Army","Legion of Daggers"
"1346","Big Bad Voodoo","Slam Dance"
"1347","Creeping Death","Passive"
"1348","Spirit Vessel","Passive"
"1349","Jungle Fortitude","Passive"
"1350","Tribal Rites","Passive"
"1351","Plague of Toads","Rain of Toads"
"1352","Sacrifice","Provoke the Pack"
